Contract ZIP Code;Firm ID;Department ID;Category ID;Person ID;Contract Start Date;Contract End Date;Company Start Date;Birth Date;Contract Terminatio Reason;Gender;Nationality;Contract Type
7320;0000067507;00;3;0000000125;01/12/1999;;01/12/1999;26/07/1962;;Homme;Belge;Durée indéterminée
9111;0000009443;03;1;0000002961;01/03/2013;31/03/2017;06/02/2013;06/04/1979;Autre firme;Femme;Marocaine;Durée indéterminée
9050;0000076670;00;3;0000000009;01/01/2017;;01/06/2001;05/11/1968;;Homme;Belge;Durée indéterminée
9050;0000076670;00;3;0000000076;04/09/2017;;04/09/2017;28/11/1990;;Homme;Belge;Durée indéterminée
9940;0000048568;02;3;0000002142;01/09/1987;;01/09/1987;02/10/1966;;Femme;Belge;Durée indéterminée
9100;0000043838;00;1;0000000778;01/04/2013;13/02/2017;23/11/2010;25/09/1989;Faute grave;Homme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000324;01/04/2013;29/11/2017;01/04/2013;15/01/1979;mod.unil.travailleur;Femme;Belge;Durée indéterminée
1350;0000048568;02;3;0000015749;01/04/1999;;16/08/1988;21/11/1962;;Femme;Belge;Durée indéterminée
1180;0000043838;00;1;0000000687;01/10/2012;30/11/2017;01/10/2012;28/08/1970;Autre firme;Homme;Belge;Durée indéterminée
3150;0000043838;00;1;0000000494;18/06/2011;11/08/2016;18/06/2011;02/04/1960;Force majeure;Homme;Belge;Durée indéterminée
9220;0000009443;03;1;0000003686;02/06/2014;31/03/2017;20/05/2014;11/04/1968;Autre firme;Femme;Belge;Durée indéterminée
1370;0000015358;00;3;0000000158;01/09/2014;;01/09/2014;05/11/1991;;Femme;Belge;Durée indéterminée
9940;0000043838;00;3;0000000487;01/05/2011;;01/05/2011;22/09/1977;;Homme;Belge;Durée indéterminée
7321;0000048568;00;3;0000028227;06/09/2007;30/11/2017;01/09/2005;18/11/1984;Rupture de contrat;Femme;Belge;Durée indéterminée
7321;0000019904;00;1;0000010009;01/07/2014;;16/01/2009;30/11/1960;;Femme;Belge;Durée indéterminée
4020;0000039917;00;1;0000090169;27/06/2011;;27/06/2011;10/09/1962;;Homme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000314;01/04/2013;;14/03/2008;20/01/1965;;Femme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000511;03/07/2013;29/02/2016;03/07/2013;01/02/1951;Pension (sans ind.);Femme;Belge;Durée indéterminée
2230;0000048568;02;3;0000008254;15/09/1992;;20/07/1991;10/10/1972;;Femme;Belge;Durée indéterminée
8730;0000043838;00;1;0000018258;07/02/2018;;06/11/2017;02/01/1997;;Femme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000318;01/04/2013;07/02/2018;01/04/2013;13/09/1960;Force majeure;Femme;Belge;Durée indéterminée
8730;0000065727;00;3;0000000098;15/12/2008;;15/12/2008;04/10/1973;;Femme;Belge;Durée indéterminée
4623;0000048568;02;3;0000007870;01/01/2002;30/11/2017;01/06/1989;19/12/1964;Rupture de contrat;Femme;Belge;Durée indéterminée
1180;0000090800;00;3;0000000049;28/09/2015;;28/09/2015;03/01/1990;;Homme;Belge;Durée indéterminée
6200;0000019904;00;3;0000000250;01/04/2013;;25/11/2010;06/08/1975;;Femme;Belge;Durée indéterminée
1180;0000043838;01;3;0000000727;01/10/2012;30/11/2017;01/10/2012;05/04/1971;Autre firme;Homme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000197;20/09/2012;;09/02/2009;29/03/1967;;Femme;Belge;Durée indéterminée
6200;0000019904;00;1;0000010220;01/07/2014;;15/11/2010;01/05/1966;;Femme;Belge;Durée indéterminée
6200;0000048568;02;3;0000004908;08/05/1992;30/11/2017;08/05/1992;02/06/1963;Rupture de contrat;Femme;Belge;Durée indéterminée
4821;0000048568;02;3;0000001627;01/01/2014;28/08/2017;04/05/1987;13/12/1964;Préavis employeur;Femme;Belge;Durée indéterminée
3150;0000047915;00;3;0000000050;01/02/2007;;01/08/1997;14/06/1969;;Femme;Belge;Durée indéterminée
9041;0000000480;00;1;0000000254;18/09/2001;;18/09/2001;10/04/1970;;Homme;Belge;Durée indéterminée
6200;0000019904;00;1;0000010762;14/07/2016;;11/04/2016;12/04/1976;;Femme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000207;20/09/2012;;01/11/2005;03/10/1973;;Femme;Belge;Durée indéterminée
9820;0000065727;00;3;0000000075;07/08/2007;;07/08/2007;07/01/1977;;Homme;Belge;Durée indéterminée
6200;0000019904;00;3;0000000567;03/07/2013;;03/07/2013;09/01/1978;;Femme;Belge;Durée indéterminée
6200;0000019904;00;1;0000010832;12/01/2017;;12/10/2016;30/09/1996;;Femme;Belge;Durée indéterminée
2900;0000065831;04;1;0000000785;01/08/2008;16/02/2018;16/08/1995;30/10/1960;Autre firme;Homme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000549;03/07/2013;;03/07/2013;04/04/1972;;Femme;Belge;Durée indéterminée
9041;0000075378;00;1;0000001272;01/11/2016;;02/08/1988;25/12/1970;;Homme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000627;01/10/2013;;01/10/2013;26/05/1972;;Femme;Belge;Durée indéterminée
9041;0000065727;00;3;0000000209;17/09/2014;;17/09/2014;17/03/1965;;Homme;Belge;Durée indéterminée
9340;0000043838;00;1;0000001268;01/02/2017;;01/02/2017;19/09/1961;;Homme;Belge;Durée indéterminée
9041;0000000480;00;1;0000000308;04/11/2013;31/12/2016;04/11/2013;16/01/1960;Pension (sans ind.);Homme;Belge;Durée indéterminée
8791;0000085179;00;1;0000093008;20/07/2017;;14/05/2007;27/07/1983;;Homme;Belge;Durée indéterminée
8791;0000085179;00;1;0000092971;20/07/2017;;04/05/1992;28/12/1970;;Homme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000756;10/02/2014;17/02/2016;10/02/2014;11/03/1961;Préavis employeur;Femme;Belge;Durée indéterminée
9040;0000065727;00;1;0000001065;16/01/2012;16/08/2017;16/01/2012;10/10/1981;Force majeure;Homme;Belge;Durée indéterminée
8791;0000039398;00;3;0000000270;02/05/2006;;02/05/2006;20/09/1963;;Homme;Belge;Durée indéterminée
1180;0000043838;00;1;0000000999;16/02/2015;;16/02/2015;15/04/1980;;Homme;Belge;Durée indéterminée
9080;0000065727;00;3;0000010016;19/01/2004;;19/01/2004;30/11/1980;;Homme;Belge;Durée indéterminée
6200;0000019904;00;1;0000010402;01/07/2014;;16/04/2012;14/09/1990;;Femme;Belge;Durée indéterminée
1480;0000043838;00;1;0000000788;02/05/2013;;01/05/2013;18/05/1982;;Homme;Belge;Durée indéterminée
9000;0000048568;00;3;0000017822;22/06/2000;;23/08/1999;12/08/1960;;Femme;Belge;Durée indéterminée
1020;0000047915;00;3;0000000241;01/12/2010;;01/12/2009;25/12/1985;;Homme;Belge;Durée indéterminée
9160;0000043838;00;1;0000018256;07/02/2018;;06/11/2017;26/08/1991;;Femme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000350;01/04/2013;25/04/2016;01/04/2013;10/06/1961;Préavis employeur;Femme;Belge;Durée indéterminée
9000;0000065727;00;3;0000000131;17/08/2010;;17/08/2010;02/06/1982;;Femme;Belge;Durée indéterminée
2500;0000043838;00;1;0000000683;13/09/2012;;13/09/2012;15/08/1990;;Homme;Belge;Durée indéterminée
9160;0000048568;00;3;0000015926;01/04/1999;;07/02/1991;05/01/1965;;Femme;Belge;Durée indéterminée
6061;0000019904;00;1;0000000229;20/09/2012;09/01/2018;20/09/2012;23/08/1963;Préavis employeur;Femme;Belge;Durée indéterminée
9000;0000075378;00;1;0000001719;01/11/2016;;07/08/2006;28/08/1962;;Femme;Belge;Durée indéterminée
9050;0000039398;00;1;0000000321;08/03/2010;;08/03/2010;31/07/1989;;Homme;Belge;Durée indéterminée
9041;0000048568;02;3;0000022008;01/01/2016;;08/10/2002;27/07/1978;;Femme;Belge;Durée indéterminée
9000;0000065727;00;3;0000000244;01/01/2016;;01/01/2016;18/02/1983;;Femme;Belge;Durée indéterminée
9000;0000065727;00;3;0000000206;01/09/2014;;01/09/2014;10/08/1983;;Femme;Belge;Durée indéterminée
9040;0000076670;00;3;0000000004;01/01/2017;18/10/2017;08/01/1990;07/09/1956;RCC sans rémun.;Femme;Belge;Durée indéterminée
9800;0000032428;00;3;0000000228;01/11/2006;;01/11/2006;05/11/1964;;Homme;Belge;Durée indéterminée
9000;0000048568;00;3;0000018948;12/02/2001;;12/02/2001;24/06/1978;;Femme;Belge;Durée indéterminée
9800;0000065831;03;1;0000008605;10/07/2017;16/02/2018;10/07/2017;23/03/1996;Autre firme;Homme;Belge;Durée indéterminée
9820;0000000480;00;3;0000000068;01/06/1992;;01/06/1992;12/05/1970;;Femme;Belge;Durée indéterminée
9820;0000065727;00;3;0000000117;15/03/2010;;15/03/2010;30/03/1972;;Femme;Belge;Durée indéterminée
9000;0000075378;00;1;0000001738;01/11/2016;;19/03/2007;29/02/1960;;Femme;Belge;Durée indéterminée
8530;0000039398;00;1;0000000223;24/04/2002;;24/04/2002;28/09/1959;;Homme;Belge;Durée indéterminée
9800;0000032962;00;1;0000000049;01/07/1996;;01/07/1996;12/02/1965;Préavis employeur;Homme;Belge;Durée indéterminée
9100;0000043838;00;1;0000000735;01/11/2012;;01/08/2012;14/10/1979;;Homme;Belge;Durée indéterminée
2910;0000076670;00;3;0000000045;01/01/2017;31/12/2017;01/04/1990;31/01/1967;De commun accord;Femme;Belge;Durée indéterminée
9100;0000043838;00;1;0000001058;01/10/2015;;01/10/2015;05/10/1981;;Homme;Belge;Durée indéterminée
9700;0000063115;00;3;0000000880;18/07/2016;;18/07/2016;02/08/1989;;Femme;Belge;Durée indéterminée
2650;0000048568;02;3;0000023612;01/01/2004;30/11/2017;01/12/1988;23/05/1969;Rupture de contrat;Femme;Belge;Durée indéterminée
9100;0000043838;00;1;0000000430;02/08/2010;;02/08/2010;24/08/1962;;Homme;Belge;Durée indéterminée
2650;0000048568;02;3;0000000617;01/09/1984;;01/09/1984;08/01/1966;;Femme;Belge;Durée indéterminée
6000;0000019904;00;1;0000000503;03/07/2013;;03/07/2013;01/04/1964;;Femme;Belge;Durée indéterminée
2650;0000048568;02;3;0000015358;01/01/2005;;01/12/1998;30/09/1974;;Femme;Belge;Durée indéterminée
2910;0000065831;04;3;0000008526;04/01/2016;27/12/2016;17/08/2015;29/07/1969;Préavis travailleur;Femme;Belge;Durée indéterminée
8301;0000048568;02;3;0000005217;01/01/2005;;01/07/1991;25/08/1970;;Femme;Belge;Durée indéterminée
2650;0000048568;02;3;0000002232;01/01/2004;01/12/2017;20/06/1988;07/05/1969;Rupture de contrat;Femme;Belge;Durée indéterminée
9041;0000032428;00;3;0000001835;25/04/2016;;25/04/2016;06/11/1982;;Femme;Belge;Durée indéterminée
7100;0000019904;00;1;0000010168;01/07/2014;;01/06/2010;01/01/1954;;Femme;Marocaine;Durée indéterminée
9041;0000075378;00;1;0000001872;01/11/2016;;19/09/2011;21/09/1965;;Femme;Belge;Durée indéterminée
9160;0000048568;02;3;0000000112;22/02/1982;;22/02/1982;18/09/1963;;Femme;Belge;Durée indéterminée
9820;0000043838;00;1;0000018159;06/11/2017;;23/02/2015;03/10/1972;;Femme;Belge;Durée indéterminée
6061;0000019904;00;1;0000000313;01/04/2013;07/11/2017;01/06/2009;29/01/1964;Préavis travailleur;Femme;Belge;Durée indéterminée
1730;0000076670;00;3;0000000055;01/01/2017;;01/09/2001;21/06/1979;;Homme;Belge;Durée indéterminée
8800;0000063115;00;3;0000000541;01/12/2009;;01/12/2009;18/11/1970;;Femme;Belge;Durée indéterminée
9080;0000043838;00;1;0000001017;01/06/2015;20/09/2017;01/12/2014;17/03/1994;De commun accord;Femme;Belge;Durée indéterminée
2550;0000065831;04;1;0000008554;13/06/2016;05/08/2016;13/06/2016;25/03/1964;Préavis employeur;Homme;Belge;Durée indéterminée
9000;0000075378;00;1;0000001539;01/11/2016;;13/09/2000;29/12/1971;;Femme;Belge;Durée indéterminée
9000;0000065727;00;3;0000000050;12/09/2006;;12/09/2006;16/06/1979;;Femme;Belge;Durée indéterminée
8755;0000063115;00;3;0000000679;05/08/2013;27/10/2017;05/08/2013;13/04/1963;Préavis travailleur;Homme;Belge;Durée indéterminée
9340;0000043838;00;1;0000000790;01/05/2013;21/12/2016;01/05/2013;07/11/1967;Rupture de contrat;Homme;Belge;Durée indéterminée
2100;0000043838;00;1;0000018147;01/10/2017;;22/07/2014;22/05/1995;;Homme;Belge;Durée indéterminée
2550;0000043838;00;1;0000000424;04/06/2010;;04/06/2010;01/01/1972;;Homme;Belge;Durée indéterminée
1030;0000043838;00;1;0000018094;01/09/2017;;13/12/2016;11/10/1982;;Homme;Belge;Durée indéterminée
1300;0000015358;00;3;0000000151;04/08/2014;28/06/2016;04/08/2014;27/11/1991;Rupture de contrat;Homme;Belge;Durée indéterminée
4100;0000039917;00;3;0000090203;03/06/2013;;03/06/2013;01/04/1968;;Homme;Belge;Durée indéterminée
2800;0000043838;00;1;0000000982;01/01/2015;26/03/2016;01/01/2015;04/02/1965;mod.unil.travailleur;Homme;Belge;Durée indéterminée
4100;0000039917;00;1;0000090188;25/06/2012;;25/06/2012;11/09/1979;;Homme;Belge;Durée indéterminée
9800;0000065727;00;1;0000001166;16/02/2016;;16/02/2016;26/08/1972;;Homme;Belge;Durée indéterminée
2930;0000065831;04;1;0000000731;01/08/2008;16/02/2018;05/07/2004;02/03/1966;Autre firme;Homme;Belge;Durée indéterminée
9000;0000075378;00;3;0000001537;01/11/2016;;01/09/2000;10/12/1980;;Femme;Belge;Durée indéterminée
9160;0000032428;00;3;0000002099;01/04/2017;;01/04/2017;08/10/1975;;Femme;Belge;Durée indéterminée
2930;0000065831;04;1;0000000693;01/08/2008;16/02/2018;08/08/1988;13/12/1962;Autre firme;Homme;Belge;Durée indéterminée
9090;0000076670;00;3;0000000039;01/01/2017;;15/12/2016;20/05/1975;;Femme;Belge;Durée indéterminée
9050;0000043838;00;1;0000018161;06/11/2017;28/02/2018;11/10/2016;08/10/1996;De commun accord;Homme;Belge;Durée indéterminée
9220;0000043838;00;1;0000000408;02/11/2009;;02/11/2009;16/12/1962;;Homme;Belge;Durée indéterminée
9160;0000048568;02;3;0000015930;01/01/2001;;08/02/1991;30/12/1964;;Femme;Belge;Durée indéterminée
3530;0000065831;04;3;0000008470;09/07/2014;16/02/2018;09/07/2014;22/12/1968;Autre firme;Femme;Belge;Durée indéterminée
9940;0000043838;00;1;0000001193;01/09/2016;21/05/2017;01/09/2016;03/05/1994;Préavis travailleur;Femme;Belge;Durée indéterminée
2235;0000048568;00;3;0000020808;06/06/2002;;17/09/1999;18/10/1966;;Femme;Belge;Durée indéterminée
9160;0000048568;00;3;0000018483;05/10/2000;30/11/2017;01/10/1999;01/11/1973;Rupture de contrat;Femme;Belge;Durée indéterminée
5100;0000043838;00;1;0000000618;01/02/2012;;01/02/2012;03/01/1983;;Homme;Belge;Durée indéterminée
3530;0000048568;00;3;0000016035;01/05/1999;;09/05/1995;16/10/1975;;Femme;Belge;Durée indéterminée
2550;0000065831;04;1;0000008513;06/07/2015;16/02/2018;18/05/2015;15/02/1991;Autre firme;Homme;Belge;Durée indéterminée
2800;0000009443;03;1;0000005131;01/04/2016;31/03/2017;01/01/2015;02/09/1992;Autre firme;Femme;Belge;Durée indéterminée
8791;0000032428;00;1;0000000290;01/06/2007;;09/08/2004;26/09/1975;;Homme;Belge;Durée indéterminée
9050;0000075378;00;1;0000001852;01/11/2016;;14/03/2011;10/02/1980;;Homme;Belge;Durée indéterminée
6200;0000019904;00;1;0000000564;03/07/2013;;03/07/2013;18/04/1982;;Femme;Belge;Durée indéterminée
2800;0000043838;00;1;0000001151;01/05/2016;30/09/2016;01/05/2016;02/12/1994;Autre firme;Homme;Belge;Durée indéterminée
5100;0000043838;00;1;0000018206;01/12/2017;;01/12/2017;28/04/1973;;Homme;Belge;Durée indéterminée
1300;0000043838;00;1;0000001075;01/11/2015;28/02/2016;01/09/2015;22/03/1984;mod.unil.travailleur;Homme;Belge;Durée indéterminée
9050;0000065727;00;1;0000000678;14/11/2005;29/02/2016;14/11/2005;08/12/1957;RCC sans rémun.;Homme;Belge;Durée indéterminée
9100;0000043838;00;1;0000000784;16/04/2013;;16/04/2013;12/12/1980;;Homme;Belge;Durée indéterminée
8791;0000054939;00;1;0000000038;04/01/2016;;04/01/2016;13/06/1991;;Homme;Belge;Durée indéterminée
8791;0000085179;00;3;0000093345;01/10/2017;;01/10/2017;08/02/1994;;Homme;Belge;Durée indéterminée
9940;0000075378;00;1;0000001543;01/11/2016;;20/11/2000;24/07/1974;;Femme;Belge;Durée indéterminée
4880;0000015358;00;3;0000000126;01/03/2014;;01/03/2014;20/02/1989;;Homme;Belge;Durée indéterminée
7160;0000015358;00;3;0000000167;01/12/2014;;01/12/2014;01/11/1987;;Homme;Belge;Durée indéterminée
5380;0000043838;00;1;0000000994;01/02/2015;;15/07/2014;22/09/1973;;Homme;Belge;Durée indéterminée
9940;0000048568;00;3;0000019159;23/04/2001;;23/04/2001;06/10/1964;;Femme;Belge;Durée indéterminée
8755;0000039398;00;1;0000000392;03/11/2016;;03/11/2014;03/12/1992;;Homme;Belge;Durée indéterminée
7160;0000043838;01;3;0000000995;01/02/2015;30/11/2017;01/10/2012;25/02/1963;Autre firme;Homme;Belge;Durée indéterminée
9940;0000000480;00;3;0000000327;09/10/2017;08/01/2018;09/10/2017;06/07/1980;Rupture de contrat;Femme;Belge;Durée indéterminée
8791;0000032962;00;1;0000000039;12/03/1990;;12/03/1990;14/03/1961;;Homme;Belge;Durée indéterminée
2560;0000043838;00;1;0000018148;01/10/2017;;01/08/2009;23/11/1961;;Homme;Belge;Durée indéterminée
1325;0000015358;00;3;0000000059;04/01/2010;10/06/2016;04/01/2010;15/03/1965;Rupture de contrat;Femme;Belge;Durée indéterminée
2610;0000043838;00;1;0000000600;25/11/2011;09/02/2018;25/11/2011;11/11/1987;De commun accord;Homme;Belge;Durée indéterminée
1160;0000048568;02;3;0000035204;01/01/2016;15/10/2016;13/10/2012;14/07/1993;Préavis travailleur;Femme;Belge;Durée indéterminée
7180;0000065727;00;3;0000001167;22/02/2016;;22/02/2016;25/07/1962;;Homme;Belge;Durée indéterminée
9000;0000065727;00;1;0000000143;03/09/2010;07/07/2017;03/09/2010;03/01/1992;Préavis travailleur;Homme;Belge;Durée indéterminée
9000;0000065727;00;3;0000001181;25/04/2016;;25/04/2016;09/02/1987;;Homme;Belge;Durée indéterminée
1060;0000043838;00;1;0000001265;01/04/2017;;04/01/2016;13/12/1991;;Homme;Belge;Durée indéterminée
9190;0000043838;00;1;0000000775;01/04/2013;30/09/2016;27/10/2008;11/06/1989;De commun accord;Homme;Belge;Durée indéterminée
9170;0000043838;00;1;0000000491;06/06/2011;;06/06/2011;09/08/1987;;Homme;Belge;Durée indéterminée
9190;0000065831;03;1;0000008572;14/11/2016;16/02/2018;03/05/2016;20/04/1972;Autre firme;Homme;Belge;Durée indéterminée
9100;0000048568;02;3;0000004919;01/07/1992;31/12/2017;01/07/1992;09/09/1957;Rupture/RCC;Femme;Belge;Durée indéterminée
1060;0000043838;00;1;0000001270;01/04/2017;;23/12/2012;07/04/1987;;Homme;Belge;Durée indéterminée
9100;0000009443;03;1;0000003206;02/09/2013;31/03/2017;02/09/2013;30/05/1973;Autre firme;Femme;Belge;Durée indéterminée
9100;0000043838;00;1;0000001204;15/10/2016;;25/03/2016;20/06/1976;;Femme;Belge;Durée indéterminée
9070;0000000480;00;3;0000000324;16/01/2017;;16/01/2017;21/06/1991;;Homme;Belge;Durée indéterminée
9190;0000043838;00;1;0000001235;01/02/2017;;01/02/2017;24/08/1994;;Homme;Belge;Durée indéterminée
8020;0000065727;00;3;0000000027;09/01/2006;;09/01/2006;14/08/1984;;Homme;Belge;Durée indéterminée
9170;0000065831;04;3;0000008324;05/04/2014;16/02/2018;13/09/2010;22/11/1986;Autre firme;Homme;Belge;Durée indéterminée
1800;0000043838;00;1;0000001273;22/05/2017;;06/10/2013;31/03/1989;;Homme;Belge;Durée indéterminée
8500;0000032428;00;1;0000001822;01/04/2016;;01/10/2014;13/11/1987;;Homme;Belge;Durée indéterminée
6120;0000015358;00;3;0000000050;24/08/2009;31/03/2017;24/08/2009;12/03/1985;Préavis travailleur;Homme;Belge;Durée indéterminée
9070;0000075378;00;1;0000001954;01/11/2016;;01/06/2015;20/03/1995;;Homme;Belge;Durée indéterminée
3700;0000065831;02;1;0000008291;26/10/2009;16/02/2018;26/10/2009;19/06/1986;Autre firme;Homme;Belge;Durée indéterminée
2000;0000047915;00;3;0000000368;27/09/2017;;27/09/2017;29/05/1981;;Homme;Belge;Durée indéterminée
2000;0000009021;00;3;0000000368;27/09/2017;;27/09/2017;29/05/1981;;Homme;Belge;Durée indéterminée
2610;0000043838;00;1;0000000834;01/10/2013;31/07/2016;01/10/2013;11/07/1991;De commun accord;Homme;Belge;Durée indéterminée
8310;0000047915;00;3;0000000095;01/02/2007;;01/05/1998;04/05/1963;;Homme;Belge;Durée indéterminée
8530;0000032428;00;1;0000002147;01/06/2017;;01/12/2015;10/12/1985;;Femme;Belge;Durée indéterminée
9230;0000065727;00;1;0000000427;17/08/1999;;17/08/1999;29/07/1973;;Homme;Belge;Durée indéterminée
7823;0000067507;00;1;0000009453;01/01/2017;;01/01/2017;03/03/1989;;Homme;Belge;Durée indéterminée
9000;0000065727;00;1;0000001059;02/11/2011;;02/11/2011;13/01/1970;;Homme;Belge;Durée indéterminée
9000;0000075378;00;1;0000001935;01/11/2016;02/12/2016;02/12/2014;13/03/1995;De commun accord;Homme;Belge;Durée indéterminée
1852;0000009021;00;3;0000000078;01/02/2007;;26/02/2001;25/11/1970;;Homme;Belge;Durée indéterminée
7972;0000067507;00;1;0000009475;25/09/2017;;25/09/2017;20/04/1995;;Homme;Belge;Durée indéterminée
1840;0000065727;00;3;0000001265;03/04/2017;02/02/2018;03/04/2017;12/01/1989;Préavis travailleur;Homme;Belge;Durée indéterminée
9870;0000065727;00;1;0000001288;07/08/2017;;07/08/2017;27/03/1982;;Homme;Belge;Durée indéterminée
9000;0000075378;00;1;0000001558;01/11/2016;;09/04/2001;08/04/1980;Raison inconnue;Homme;Belge;Durée indéterminée
8630;0000048568;02;3;0000008259;17/12/1991;;17/12/1991;28/11/1966;;Femme;Belge;Durée indéterminée
    ;0000009021;00;3;0000000291;01/04/2014;02/07/2017;01/04/2014;13/04/1982;De commun accord;Homme;Belge;Durée indéterminée
